,compound,preverb,simplex
509,ἀντιπροτείνω,ἀντί-πρό,τείνω
510,ἀντιπροσαγορεύω,ἀντί-πρός,ἀγορεύω
511,ἀντιπρόσειμι,ἀντί-πρός,εἶμι
512,ἀντιπροσεῖπον,ἀντί-πρός,εἶπον
513,ἀντιπροσφέρω,ἀντί-πρός,φέρω
514,ἀντιπροσκαλέομαι,ἀντί-πρός,καλέω
515,ἀντισυναντάω,ἀντί-σύν,ἀντάω
516,ἀντισυλλογίζομαι,ἀντί-σύν,λογίζομαι
517,ἀνθυπάγω,ἀντί-ὑπό,ἄγω
518,ἀνθυπείκω,ἀντί-ὑπό,εἴκω
519,ἀνθυπηρετέω,ἀντί-ὑπό,ἠρετέω
520,ἀνθυφίσταμαι,ἀντί-ὑπό,ἵστημι
521,ἀνθυποκρίνομαι,ἀντί-ὑπό,κρίνω
522,ἀνθυπόμνυμαι,ἀντί-ὑπό,ὄμνυμι
523,ἀνθυποπτεύω,ἀντί-ὑπό,ὀπτεύω
524,ἀνθάπτομαι,ἀντί,ἅπτω
525,ἀνθαλίσκομαι,ἀντί,ἁλίσκομαι
526,ἀνθαμιλλάομαι,ἀντί,ἁμιλλάομαι
527,ἀνταξιόω,ἀντί,ἀξιόω
528,ἀνταείρω,ἀντί,ἀείρω
529,ἀνταγοράζω,ἀντί,ἀγοράζω
530,ἀνταγορεύω,ἀντί,ἀγορεύω
531,ἀνταγωνίζομαι,ἀντί,ἀγωνίζομαι
532,ἀντακούω,ἀντί,ἀκούω
533,ἀνταλαλάζω,ἀντί,ἀλαλάζω
534,ἀνταλλάσσω,ἀντί,ἀλλάσσω
535,ἀνταμείβομαι,ἀντί,ἀμείβω
536,ἀνταμύνομαι,ἀντί,ἀμύνω
537,ἀνταρκέω,ἀντί,ἀρκέω
538,ἀντασπάζομαι,ἀντί,ἀσπάζομαι
539,ἀνθαιρέομαι,ἀντί,αἱρέω
540,ἀνταίρω,ἀντί,αἴρω
541,ἀνταιδέομαι,ἀντί,αἰδέομαι
542,ἀνταιτέω,ἀντί,αἰτέω
543,ἀνταύω,ἀντί,αὔω2
544,ἀνταυδάω,ἀντί,αὐδάω
545,ἀντιβάλλω,ἀντί,βάλλω
546,ἀντιβαίνω,ἀντί,βαίνω
547,ἀντιβιάζομαι,ἀντί,βιάζω
548,ἀντιβλέπω,ἀντί,βλέπω
549,ἀντιβοάω,ἀντί,βοάω
550,ἀντιβοηθέω,ἀντί,βοηθέω
551,ἀντιβροντάω,ἀντί,βροντάω
552,ἀντιδάκνω,ἀντί,δάκνω
553,ἀντιδέρκομαι,ἀντί,δέρκομαι
554,ἀντιδέομαι,ἀντί,δέω2
555,ἀντιδέχομαι,ἀντί,δέχομαι
556,ἀντιδεξιόομαι,ἀντί,δεξιόομαι
557,ἀντιδημαγωγέω,ἀντί,δημαγωγέω
558,ἀντιδίδωμι,ἀντί,δίδωμι
559,ἀντιδιδάσκω,ἀντί,διδάσκω
560,ἀντιδικέω,ἀντί,δικέω
561,ἀντιδουλεύω,ἀντί,δουλεύω
562,ἀντιδράω,ἀντί,δράω
563,ἀντιδωρέομαι,ἀντί,δωρέω
564,ἀνθέλκω,ἀντί,ἕλκω
565,ἀνθεστιάω,ἀντί,ἑστιάω
566,ἀντέραμαι,ἀντί,ἔραμαι
567,ἀντέρομαι,ἀντί,ἔρομαι
568,ἀντέχω,ἀντί,ἔχω
569,ἀντελαύνω,ἀντί,ἐλαύνω
570,ἀντελπίζω,ἀντί,ἐλπίζω
571,ἀντεράω,ἀντί,ἐράω1
572,ἀντερανίζω,ἀντί,ἐρανίζω
573,ἀντερείδω,ἀντί,ἐρείδω
574,ἀντερύομαι,ἀντί,ἐρύω
575,ἀντερῶ,ἀντί,ἐρῶ
576,ἀντερωτάω,ἀντί,ἐρωτάω
577,ἀντεῖπον,ἀντί,εἶπον
578,ἀντεικάζω,ἀντί,εἰκάζω
579,ἀντευεργετέω,ἀντί,εὐεργετέω
580,ἀντευνοέω,ἀντί,εὐνοέω
581,ἀντιφέρω,ἀντί,φέρω
582,ἀντιφεύγω,ἀντί,φεύγω
583,ἀντίφημι,ἀντί,φημί
584,ἀντιφιλέω,ἀντί,φιλέω
585,ἀντιφιλοφρονέομαι,ἀντί,φιλοφρονέομαι
586,ἀντιφιλοσοφέω,ἀντί,φιλοσοφέω
587,ἀντιφιλοτιμέομαι,ἀντί,φιλοτιμέομαι
588,ἀντιφορτίζομαι,ἀντί,φορτίζω
589,ἀντιφθέγγομαι,ἀντί,φθέγγομαι
590,ἀντιφράσσω,ἀντί,φράσσω
591,ἀντιφυλάσσω,ἀντί,φυλάσσω
592,ἀντιφωνέω,ἀντί,φωνέω
593,ἀντιγέγωνα,ἀντί,γέγωνα
594,ἀντιγενεηλογέω,ἀντί,γενεαλογέω
595,ἀντιγράφω,ἀντί,γράφω
596,ἀνθησσάομαι,ἀντί,ἡσσάομαι
597,ἀντηχέω,ἀντί,ἠχέω
598,ἀνθίστημι,ἀντί,ἵστημι
599,ἀνθιππεύω,ἀντί,ἱππεύω
600,ἀντισόομαι,ἀντί,ἰσόω
601,ἀντικακουργέω,ἀντί,κακουργέω
602,ἀντικαλέω,ἀντί,καλέω
603,ἀντικαθεύδω,ἀντί,καθεύδω
604,ἀντικαθίζομαι,ἀντί,καθίζω
605,ἀντίκειμαι,ἀντί,κεῖμαι
606,ἀντικελεύω,ἀντί,κελεύω
607,ἀντικηδεύω,ἀντί,κηδεύω
608,ἀντικηρύσσω,ἀντί,κηρύσσω
609,ἀντικλάζω,ἀντί,κλάζω
610,ἀντικλαίω,ἀντί,κλαίω
611,ἀντικόπτω,ἀντί,κόπτω
612,ἀντικολάζομαι,ἀντί,κολάζω
613,ἀντικολακεύω,ἀντί,κολακεύω
614,ἀντικομίζω,ἀντί,κομίζω
615,ἀντικομπάζω,ἀντί,κομπάζω
616,ἀντικορύσσομαι,ἀντί,κορύσσω
617,ἀντικρατέω,ἀντί,κρατέω
618,ἀντικρούω,ἀντί,κρούω
619,ἀντικτυπέω,ἀντί,κτυπέω
620,ἀντικύρω,ἀντί,κυρέω
621,ἀντικωμῳδέω,ἀντί,κωμῳδέω
622,ἀντιλάμπω,ἀντί,λάμπω
623,ἀντιλάζομαι,ἀντί,λάζομαι
624,ἀντιλαγχάνω,ἀντί,λαγχάνω
625,ἀντιλακτίζω,ἀντί,λακτίζω
626,ἀντιλαμβάνω,ἀντί,λαμβάνω
627,ἀντιλέγω,ἀντί,λέγω3
628,ἀντιλογίζομαι,ἀντί,λογίζομαι
629,ἀντιλοιδορέω,ἀντί,λοιδορέω
630,ἀντιλυπέω,ἀντί,λυπέω
631,ἀντιμάχομαι,ἀντί,μάχομαι
632,ἀντιμαίνομαι,ἀντί,μαίνομαι
633,ἀντιμανθάνω,ἀντί,μανθάνω
634,ἀντιμαρτύρομαι,ἀντί,μαρτύρομαι
635,ἀντιμαρτυρέω,ἀντί,μαρτυρέω
636,ἀντιμέλλω,ἀντί,μέλλω
637,ἀντιμέμφομαι,ἀντί,μέμφομαι
638,ἀντιμειρακιεύομαι,ἀντί,μειρακιεύομαι
639,ἀντιμερίζομαι,ἀντί,μερίζω
640,ἀντιμετρέω,ἀντί,μετρέω
641,ἀντιμηχανάομαι,ἀντί,μηχανάομαι
642,ἀντιναυπηγέω,ἀντί,ναυπηγέω
643,ἀντινικάω,ἀντί,νικάω
644,ἀνθομολογέομαι,ἀντί,ὁμολογέω
645,ἀνθοπλίζω,ἀντί,ὁπλίζω
646,ἀνθορμέω,ἀντί,ὁρμέω
647,ἀντόμνυμι,ἀντί,ὄμνυμι
648,ἀντοφείλω,ἀντί,ὀφείλω
649,ἀντονομάζω,ἀντί,ὀνομάζω
650,ἀντοχέομαι,ἀντί,ὀχέω
651,ἀντιοχεύομαι,ἀντί,ὀχεύω
652,ἀντοικτείρω,ἀντί,οἰκτείρω
653,ἀντιπάσχω,ἀντί,πάσχω
654,ἀντιπαίζω,ἀντί,παίζω
655,ἀντιπαταγέω,ἀντί,παταγέω
656,ἀντιπέμπω,ἀντί,πέμπω
657,ἀντιπίπτω,ἀντί,πίπτω
658,ἀντιπλέω,ἀντί,πλέω
659,ἀντιπλήσσω,ἀντί,πλήσσω
660,ἀντιπληρόω,ἀντί,πληρόω
661,ἀντιπνέω,ἀντί,πνέω
662,ἀντιπορεῖν,ἀντί,πόρω
663,ἀντιποιέω,ἀντί,ποιέω
664,ἀντιπολεμέω,ἀντί,πολεμέω
665,ἀντιπολιορκέω,ἀντί,πολιορκέω
666,ἀντιπολιτεύομαι,ἀντί,πολιτεύω
667,ἀντιποθέω,ἀντί,ποθέω
668,ἀντιπορεύομαι,ἀντί,πορεύω
669,ἀντιπορθέω,ἀντί,πορθέω
670,ἀντιπράσσω,ἀντί,πράσσω
671,ἀντιπρεσβεύομαι,ἀντί,πρεσβεύω
672,ἀντιπυργόω,ἀντί,πυργόω
673,ἀντιθάπτω,ἀντί,θάπτω
674,ἀντιθέω,ἀντί,θέω
675,ἀντιθεραπεύω,ἀντί,θεραπεύω
676,ἀντιθήγω,ἀντί,θήγω
677,ἀντιρρέπω,ἀντί,ῥέπω
678,ἀντισεμνύνομαι,ἀντί,σεμνύνω
679,ἀντισφαιρίζω,ἀντί,σφαιρίζω
680,ἀντισηκόω,ἀντί,σηκόω
681,ἀντισκευάζομαι,ἀντί,σκευάζω
682,ἀντισκώπτω,ἀντί,σκώπτω
683,ἀντισπάω,ἀντί,σπάω
684,ἀντιστασιάζω,ἀντί,στασιάζω
685,ἀντιστοιχέω,ἀντί,στοιχέω
686,ἀντιστρατεύομαι,ἀντί,στρατεύω
687,ἀντιστρατηγέω,ἀντί,στρατηγέω
688,ἀντιστρατοπεδεύω,ἀντί,στρατοπεδεύω
689,ἀντιστρέφω,ἀντί,στρέφω
690,ἀντιτάσσω,ἀντί,τάσσω
691,ἀντιταλαντεύω,ἀντί,ταλαντεύω
692,ἀντιτέμνω,ἀντί,τέμνω
693,ἀντιτείνω,ἀντί,τείνω
694,ἀντιτεχνάομαι,ἀντί,τεχνάομαι
695,ἀντιτίνω,ἀντί,τίνω
696,ἀντιτίθημι,ἀντί,τίθημι
697,ἀντιτιμάω,ἀντί,τιμάω
698,ἀντιτιμωρέομαι,ἀντί,τιμωρέω
699,ἀντιτοξεύω,ἀντί,τοξεύω
700,ἀντιτολμάω,ἀντί,τολμάω
701,ἀντιτορέω,ἀντί,τορέω
702,ἀντιτρέφω,ἀντί,τρέφω
703,ἀντιτύπτω,ἀντί,τύπτω
704,ἀντιτυγχάνω,ἀντί,τυγχάνω
705,ἀντιτυπόω,ἀντί,τυπόω
706,ἀνθυβρίζω,ἀντί,ὑβρίζω
707,ἀντωφελέω,ἀντί,ὠφελέω
708,ἀντωνέομαι,ἀντί,ὠνέομαι
709,ἀντιχαίρω,ἀντί,χαίρω
710,ἀντιχαρίζομαι,ἀντί,χαρίζομαι
711,ἀντιχειροτονέω,ἀντί,χειροτονέω
712,ἀντιχορηγέω,ἀντί,χορηγέω
713,ἀντιχράω,ἀντί,χράω2
714,ἀντιψάλλω,ἀντί,ψάλλω
715,ἀντιψηφίζομαι,ἀντί,ψηφίζω
716,ἀντιζητέω,ἀντί,ζητέω
717,ἀντιζωγρέω,ἀντί,ζωγρέω
718,ἀντιβολέω,ἀντί,βολέω
719,ἀπαναλίσκω,ἀπό-ἀνά,ἀναλίσκω
720,ἀπανίστημι,ἀπό-ἀνά,ἵστημι
721,ἀποδιορίζω,ἀπό-διά,ὁρίζω
722,ἀποδιατρίβω,ἀπό-διά,τρίβω
723,ἀπεξαιρέω,ἀπό-ἐκ,αἱρέω
724,ἀπεκδέχομαι,ἀπό-ἐκ,δέχομαι
725,ἀπεκδύνω,ἀπό-ἐκ,δύω2
726,ἀπεκδύομαι,ἀπό-ἐκ,δύω2
727,ἀπεκλανθάνομαι,ἀπό-ἐκ,λανθάνω
728,ἀποκαταλλάσσω,ἀπό-κατά,ἀλλάσσω
729,ἀποκαθίστημι,ἀπό-κατά,ἵστημι
730,ἀποπροαιρέω,ἀπό-πρό,αἱρέω
731,ἀποπροφεύγω,ἀπό-πρό,φεύγω
732,ἀποπροίημι,ἀπό-πρό,ἵημι
733,ἀποπροτέμνω,ἀπό-πρό,τέμνω
734,ἀφάπτω,ἀπό,ἅπτω
735,ἀπάπτω,ἀπό,ἅπτω
736,ἀφαγνίζω,ἀπό,ἁγνίζω
737,ἀφαμαρτάνω,ἀπό,ἁμαρτάνω
738,ἀφανδάνω,ἀπό,ἁνδάνω
739,ἀφαρπάζω,ἀπό,ἁρπάζω
740,ἀπάγω,ἀπό,ἄγω
741,ἀπάγχω,ἀπό,ἄγχω
742,ἀπάλαλκε,ἀπό,ἄλαλκε
743,ἀπαλθαίνομαι,ἀπό,ἄλθομαι
744,ἀπάντομαι,ἀπό,ἄντομαι
745,ἀπάρχομαι,ἀπό,ἄρχω
746,ἀπάρχω,ἀπό,ἄρχω
747,ἀπάχθομαι,ἀπό,ἄχθομαι
748,ἀπαξιόω,ἀπό,ἀξιόω
749,ἀπᾴδω,ἀπό,ἀείδω
750,ἀπαείρω,ἀπό,ἀείρω
751,ἀπαγγέλλω,ἀπό,ἀγγέλλω
752,ἀπαγινέω,ἀπό,ἀγινέω
753,ἀπαγορεύω,ἀπό,ἀγορεύω
754,ἀπαγριόομαι,ἀπό,ἀγριόω
755,ἀπαίσσω,ἀπό,ἀίσσω
756,ἀπακριβόομαι,ἀπό,ἀκριβόω
757,ἀπαλάομαι,ἀπό,ἀλάομαι
758,ἀπαλέξω,ἀπό,ἀλέξω
759,ἀπαλείφω,ἀπό,ἀλείφω
760,ἀπαλγέω,ἀπό,ἀλγέω
761,ἀπαληθεύω,ἀπό,ἀληθεύω
762,ἀπαλλάσσω,ἀπό,ἀλλάσσω
763,ἀπαλλαξείω,ἀπό,ἀλλάσσω
764,ἀπαλλοτριόω,ἀπό,ἀλλοτριόω
765,ἀπαλοάω,ἀπό,ἀλοάω
766,ἀπαμάω,ἀπό,ἀμάω
767,ἀπαμαλδύνω,ἀπό,ἀμαλδύνω
768,ἀπαμβλίσκω,ἀπό,ἀμβλίσκω
769,ἀπαμβλύνω,ἀπό,ἀμβλύνω
770,ἀπαμείβομαι,ἀπό,ἀμείβω
771,ἀπαμείρω,ἀπό,ἀμείρω
772,ἀπαμελέομαι,ἀπό,ἀμελέω
773,ἀπαμπλακεῖν,ἀπό,ἀμπλακεῖν
774,ἀπαμύνω,ἀπό,ἀμύνω
775,ἀπαναίνομαι,ἀπό,ἀναίνομαι
776,ἀπαναισχυντέω,ἀπό,ἀναισχυντέω
777,ἀπανδρόομαι,ἀπό,ἀνδρόω
778,ἀπανθέω,ἀπό,ἀνθέω
779,ἀπανθίζω,ἀπό,ἀνθίζω
780,ἀπανθρακίζω,ἀπό,ἀνθρακίζω
781,ἀπανθρακόω,ἀπό,ἀνθρακόω
782,ἀπαντάω,ἀπό,ἀντάω
783,ἀπαντλέω,ἀπό,ἀντλέω
784,ἀπανύω,ἀπό,ἀνύω
785,ἀπαυράω,ἀπό,ἀπαυράω
786,ἀπολαύω,ἀπό,ἀπολαύω
787,ἀπαθανατίζω,ἀπό,ἀθανατίζω
788,ἀπαράσσω,ἀπό,ἀράσσω
789,ἀπαρέσκω,ἀπό,ἀρέσκω
790,ἀπαριθμέω,ἀπό,ἀριθμέω
791,ἀπαρκέω,ἀπό,ἀρκέω
792,ἀπαρνέομαι,ἀπό,ἀρνέομαι
793,ἀπαρτάω,ἀπό,ἀρτάω
794,ἀπαρτίζω,ἀπό,ἀρτίζω
795,ἀπαρύω,ἀπό,ἀρύω
796,ἀπασπαίρω,ἀπό,ἀσπαίρω
797,ἀπαστράπτω,ἀπό,ἀστράπτω
798,ἀπασχολέω,ἀπό,ἀσχολέω
799,ἀπατιμάω,ἀπό,ἀτιμάω
800,ἀπατιμάζω,ἀπό,ἀτιμάζω
801,ἀφαιρέω,ἀπό,αἱρέω
802,ἀπαίνυμαι,ἀπό,αἴνυμαι
803,ἀπαίρω,ἀπό,αἴρω
804,ἀπαιθριάζω,ἀπό,αἰθριάζω
805,ἀπαισχύνομαι,ἀπό,αἰσχύνω
806,ἀπαιτέω,ἀπό,αἰτέω
807,ἀπαιτίζω,ἀπό,αἰτίζω
808,ἀπαιωρέομαι,ἀπό,αἰωρέω
809,ἀφαύω,ἀπό,αὔω1
810,ἀπαυδάω,ἀπό,αὐδάω
811,ἀπαυγάζω,ἀπό,αὐγάζω
812,ἀπαυθαδίζομαι,ἀπό,αὐθαδίζω
813,ἀπαυθημερίζω,ἀπό,αὐθημερίζω
814,ἀπαυτομολέω,ἀπό,αὐτομολέω
815,ἀποβάλλω,ἀπό,βάλλω
816,ἀποβάπτω,ἀπό,βάπτω
817,ἀποβαίνω,ἀπό,βαίνω
818,ἀποβιάζομαι,ἀπό,βιάζω
819,ἀποβιβάζω,ἀπό,βιβάζω
820,ἀποβλάπτω,ἀπό,βλάπτω
821,ἀποβλαστάνω,ἀπό,βλαστάνω
822,ἀποβλέπω,ἀπό,βλέπω
823,ἀποβλίττω,ἀπό,βλίττω
824,ἀποβλύζω,ἀπό,βλύζω
825,ἀποβόσκομαι,ἀπό,βόσκω
826,ἀποβουκολέω,ἀπό,βουκολέω
827,ἀποβρίζω,ἀπό,βρίζω
828,ἀποβροχίζω,ἀπό,βροχίζω
829,ἀποξέω,ἀπό,ξέω
830,ἀποξενόω,ἀπό,ξενόω
831,ἀποξηραίνω,ἀπό,ξηραίνω
832,ἀποξύω,ἀπό,ξύω
833,ἀποξύρω,ἀπό,ξυρέω
834,ἀποξυράω,ἀπό,ξυρέω
835,ἀποδάκνω,ἀπό,δάκνω
836,ἀποδακρύω,ἀπό,δακρύω
837,ἀποδαρθάνω,ἀπό,δαρθάνω
838,ἀποδατέομαι,ἀπό,δατέομαι
839,ἀποδέρω,ἀπό,δέρω
840,ἀποδέω1,ἀπό,δέω1
841,ἀποδέω2,ἀπό,δέω2
842,ἀποδέχομαι,ἀπό,δέχομαι
843,ἀποδείκνυμι,ἀπό,δείκνυμι
844,ἀποδειδίσσομαι,ἀπό,δειδίσσομαι
845,ἀποδειλιάω,ἀπό,δειλιάω
846,ἀποδειροτομέω,ἀπό,δειροτομέω
847,ἀποδεκατόω,ἀπό,δεκατόω
848,ἀποδενδρόομαι,ἀπό,δενδρόομαι
849,ἀποδημέω,ἀπό,δημέω
850,ἀποδίδωμι,ἀπό,δίδωμι
851,ἀποδίομαι,ἀπό,δίω
852,ἀποδιαιτάω,ἀπό,διαιτάω
853,ἀποδιδράσκω,ἀπό,διδράσκω
854,ἀποδικέω,ἀπό,δικέω
855,ἀποδικεῖν,ἀπό,δικεῖν
856,ἀποδινέω,ἀπό,δινεύω
857,ἀποδιοπομπέομαι,ἀπό,διοπομπέομαι
858,ἀποδιώκω,ἀπό,διώκω
859,ἀποδοκεῖ,ἀπό,δοκάω
860,ἀποδοκιμάω,ἀπό,δοκιμάω
861,ἀποδοκιμάζω,ἀπό,δοκιμάζω
862,ἀποδρέπτομαι,ἀπό,δρέπω
863,ἀποδρέπω,ἀπό,δρέπω
864,ἀποδρύπτω,ἀπό,δρύπτω
865,ἀποδύνω,ἀπό,δύω2
866,ἀποδύω,ἀπό,δύω2
867,ἀφέλκω,ἀπό,ἕλκω
868,ἀφέρπω,ἀπό,ἕρπω
869,ἀφέψω,ἀπό,ἕψω
870,ἀφερμηνεύω,ἀπό,ἑρμηνεύω
871,ἀπεοικώς,ἀπό,ἔοικα
872,ἀπέρδω,ἀπό,ἔρδω
873,ἀπείργω,ἀπό,ἔργω1
874,ἀπέρρω,ἀπό,ἔρρω
875,ἀπόερσε,ἀπό,ἔρσε
876,ἀπέρχομαι,ἀπό,ἔρχομαι
877,ἀπέχθομαι,ἀπό,ἔχθω
878,ἀπέχω,ἀπό,ἔχω
879,ἀπεικάζω,ἀπό,ἐικάσδω
880,ἀπελαύνω,ἀπό,ἐλαύνω
881,ἀπελέγχω,ἀπό,ἐλέγχω
882,ἀπελευθερόω,ἀπό,ἐλευθερόω
883,ἀπεμέω,ἀπό,ἐμέω
884,ἀπεμπολάω,ἀπό,ἐμπολάω
885,ἀπεναρίζω,ἀπό,ἐναρίζω
886,ἀπενέπω,ἀπό,ἐνέπω
887,ἀπενιαυτέω,ἀπό,ἐνιαυτέω
888,ἀπεθίζω,ἀπό,ἐθίζω
889,ἀπερείδω,ἀπό,ἐρείδω
890,ἀπεργάζομαι,ἀπό,ἐργάζομαι
891,ἀπείργαθον,ἀπό,ἐργαθεῖν
892,ἀπερύκω,ἀπό,ἐρύκω
893,ἀπερύω,ἀπό,ἐρύω
894,ἀπερυθριάω,ἀπό,ἐρυθριάω
895,ἀπερωέω,ἀπό,ἐρωέω
896,ἀπεσθίω,ἀπό,ἐσθίω
897,ἀπεχθάνομαι,ἀπό,ἐχθάνομαι
898,ἀπεχθαίρω,ἀπό,ἐχθαίρω
899,ἀποείκω,ἀπό,εἴκω
900,ἀπειλέω1,ἀπό,εἴλω
901,ἄπειμι2,ἀπό,εἶμι
902,ἀπεῖπον,ἀπό,εἶπον
903,ἀπεικάζω,ἀπό,εἰκάζω
904,ἀπεικονίζω,ἀπό,εἰκονίζω
905,ἄπειμι1,ἀπό,εἰμί
906,ἀφεύω,ἀπό,εὕω
907,ἀπεύχομαι,ἀπό,εὔχομαι
908,ἀπευνάζω,ἀπό,εὐνάζω
909,ἀπευθύνω,ἀπό,εὐθύνω
910,ἀποφάσκω,ἀπό,φάσκω
911,ἀποφαίνω,ἀπό,φαίνω
912,ἀποφαιδρύνω,ἀπό,φαιδρύνω
913,ἀποφέρβομαι,ἀπό,φέρβω
914,ἀποφέρω,ἀπό,φέρω
915,ἀποφεύγω,ἀπό,φεύγω
916,ἀπόφημι,ἀπό,φημί
917,ἀποφλαυρίζω,ἀπό,φλαυρίζω
918,ἀποφλοιόομαι,ἀπό,φλοιόομαι
919,ἀποφοιτάω,ἀπό,φοιτάω
920,ἀποφθέγγομαι,ἀπό,φθέγγομαι
921,ἀποφθείρω,ἀπό,φθείρω
922,ἀποφθίνω,ἀπό,φθίω
923,ἀποφθινύθω,ἀπό,φθινύθω
924,ἀποφράγνυμι,ἀπό,φράσσω
925,ἀποφράσσω,ἀπό,φράσσω
926,ἀποφυγγάνω,ἀπό,φυγγάνω
927,ἀποφυσάω,ἀπό,φυσάω
928,ἀπογεφυρόω,ἀπό,γεφυρόω
